Date,Description,Amount,Type,Category
2026-01-04,AMZN* EU-UK Z5B7E,24.26,Expense,Shopping
2026-01-03,COSTA  LIV 38509,4.81,Expense,Food & Drink
2026-01-04,AMZN MKTP UK *C8DO,24.99,Expense,Shopping
2026-01-04,AMZN MKTP UK,24.99,Expense,Shopping
2026-01-04,AMAZON UK CANRT,24.99,Expense,Shopping
2026-01-04,AMZN MKTP *7Y1WNG,24.99,Expense,Shopping
2026-01-05,RENT 1UF3G LANDLORD,737.07,Expense,Rent
2026-01-05,bank trf e#0vivi rent ref skb6,750.00,Expense,Rent
2026-01-02,U*BER BV LA91JY,8.40,Expense,Travel
2026-01-01,CaRD  PaymeNT NeTfLIX,12.99,Expense,Entertainment
2026-01-04,AMZN UK *VZRPE,25.26,Expense,Shopping
2026-01-02,UBER  TRIP HW9I LIVERPOOL,8.40,Expense,Travel
2026-01-01,NETFLIX.COM 0H5QQ,12.99,Expense,Entertainment
2026-01-06,SALARY CRED,2500.00,Income,Salary
2026-01-03,COSTA COFFEE #851,4.66,Expense,Food & Drink
2026-01-05,STO RENT PMT,768.48,Expense,Rent
2026-01-06,BACS CREDIT PAYROLL,2500.00,Income,Salary
2026-01-01,NETFLIX 2XVY GB,13.25,Expense,Entertainment
2026-01-06,EMPLOYER XV2YR,2500.00,Income,Salary
2026-01-03,POS TXN COSTA COFFEE 5761,4.66,Expense,Food & Drink
2026-01-01,NETFLIX.COM O7G5B,12.99,Expense,Entertainment
2026-01-06,bacs *credit payroll,2500.00,Income,Salary
2026-01-05,sto rent payment,750.00,Expense,Rent
2026-01-05,TRANSFER RENT,750.00,Expense,Rent
2026-01-02,UBR* LONDON 1MYU,8.40,Expense,Travel
2026-01-06,Payroll H5Jmc9,2500.00,Income,Salary
2026-01-04,AMZN  MKTP UK,24.99,Expense,Shopping
2026-01-06,BACS CREDIT PAYROLL/I0SA,2500.00,Income,Salary
2026-01-01,Netflix 9Dzu Gb,12.99,Expense,Entertainment
2026-01-01,NETFLIX 3JSU4 GB,12.99,Expense,Entertainment
2026-01-06,PAYROLL* WHKUMC,2500.00,Income,Salary
2026-01-03,STARBUCKS #3010 BHM,4.65,Expense,Food & Drink
2026-01-05,Sto Rent Payment,750.00,Expense,Rent
2026-01-01,NETFLIX.COM *UK,12.99,Expense,Entertainment
2026-01-05,BANK TR*F K5A0XU RENT,750.00,Expense,Rent
2026-01-01,NETFLIX.COM *UK REF O2XQ,12.99,Expense,Entertainment
2026-01-02,UBR* BIRMINGHM,8.40,Expense,Travel
2026-01-04,Amzn Eu-Uk W51Ix2,24.99,Expense,Shopping
2026-01-01,CARD  PAYMENT NETFLIX,13.58,Expense,Entertainment
2026-01-05,BANK  TRANSFER RENT,714.76,Expense,Rent
2026-01-02,UBER BV OCGDRV RYX,8.26,Expense,Travel
2026-01-01,netflix 1iip gb,12.99,Expense,Entertainment
2026-01-03,POS STARBUCKS #949,4.65,Expense,Food & Drink
2026-01-04,AMZN EU-UK KIOS,25.56,Expense,Shopping
2026-01-01,NETFLIX.COM *UK,13.59,Expense,Entertainment
2026-01-02,UBR*  BIRMINGHM KI#5BLW,8.40,Expense,Travel
2026-01-03,POS STARBUCks #864,4.65,Expense,Food & Drink
2026-01-06,Payroll T97Axu Jzxcv,2500.00,Income,Salary
2026-01-02,UBR* TRIP BIRMINGHM 8.40,8.40,Expense,Travel
2026-01-02,UBR* BIRMINGHM YLQFS,8.40,Expense,Travel
2026-01-03,COSTA COFFEE #4492,4.52,Expense,Food & Drink
2026-01-02,UBER  *TrIp BiRMiNGHm,8.40,Expense,Travel
2026-01-03,POS TXN COSTA COFFEE 4733,4.79,Expense,Food & Drink
2026-01-01,CARD PAYMENT NETFLIX/IJ,12.99,Expense,Entertainment
2026-01-03,POS STArBUCKs #912,4.65,Expense,Food & Drink
2026-01-03,POS TXN COSTA COFFEE 4587,4.72,Expense,Food & Drink
2026-01-04,AMZN MKTP UK *PFO8,24.62,Expense,Shopping
2026-01-03,COSTA COFFEE #183*0,4.65,Expense,Food & Drink
2026-01-03,COSTA BIRM 0460 401,4.82,Expense,Food & Drink
2026-01-06,SA*LARY CREDIT NHOJ7H L0W,2532.05,Income,Salary
2026-01-01,card payment netflix ref yp*yemn,12.99,Expense,Entertainment
2026-01-04,CARd pAymENT aMAZON BxL2WL,24.99,Expense,Shopping
2026-01-06,PAYROLL W4*DAU,2500.00,Income,Salary
2026-01-05,FPS RENT LANDLORD,750.00,Expense,Rent
2026-01-01,NETFLIX.COM *UK,12.99,Expense,Entertainment
2026-01-01,CARD  NETFLIX REF 3YA2,12.99,Expense,Entertainment
2026-01-05,BANK TRANSFER RENT 6528,750.00,Expense,Rent
2026-01-03,POS TXN COSTA COFFEE 87547,4.75,Expense,Food & Drink
2026-01-06,Credit  Payroll,2500.00,Income,Salary
2026-01-02,UBER BV M1YI 041,8.40,Expense,Travel
2026-01-04,AMZN MKTP UK,24.99,Expense,Shopping
2026-01-02,UBER TRIP KP,8.40,Expense,Travel
2026-01-05,BANK TRF RENT,734.75,Expense,Rent
2026-01-01,CARD PAYMENT NETFLIX,12.99,Expense,Entertainment
2026-01-01,CARD PAYMENT NETFLIX,12.99,Expense,Entertainment
2026-01-04,CARD  PAYMENT AMAZON ABLB5,24.03,Expense,Shopping
2026-01-01,CARD PAYMENT NE,12.88,Expense,Entertainment
2026-01-01,CARD  PAYMENT NETFLIX,13.49,Expense,Entertainment
2026-01-04,AMZN EU-UK XUND,24.99,Expense,Shopping
2026-01-06,BACS RD5E SALARY,2500.00,Income,Salary
2026-01-06,BaCS CREDIt pAYROLL,2500.00,Income,Salary
2026-01-04,AMZN MKTP UK *0Z5T8,26.01,Expense,Shopping
2026-01-05,FPS RENT TO LANDLORD,750.00,Expense,Rent
2026-01-01,NETFLIX.COM JG7DP,12.99,Expense,Entertainment
2026-01-01,NETFLIX.COM *UK,13.25,Expense,Entertainment
2026-01-05,RENT  PVBX LANDLORD,750.00,Expense,Rent
2026-01-06,PAYROLL WGA0XM,2500.00,Income,Salary
2026-01-03,CARD PMT STARBUCKS 1468 H8G,4.65,Expense,Food & Drink
2026-01-03,PoS sTARBucKS,4.86,Expense,Food & Drink
2026-01-03,Card Payment Starbucks*,4.65,Expense,Food & Drink
2026-01-06,SALARY  CREDIT BLN1,2496.02,Income,Salary
2026-01-06,bacs credit pay,2500.00,Income,Salary
2026-01-05,Rent Landlord,750.00,Expense,Rent
2026-01-01,Netflix.Com  4Lb45,12.99,Expense,Entertainment
2026-01-05,RENT 3E6K LANDLORD,750.00,Expense,Rent
2026-01-05,TRF 6C6ZH6 RENT,749.07,Expense,Rent
2026-01-06,RWHO  SALARY,2500.00,Income,Salary
2026-01-03,STARBUCKS #07,4.74,Expense,Food & Drink
2026-01-02,UBR* TRIP LONDON 8.40,8.40,Expense,Travel
2026-01-01,card pmt netflix,12.99,Expense,Entertainment
2026-01-06,PAYROLL MSABB,2500.00,Income,Salary
2026-01-03,Pos #43091,4.85,Expense,Food & Drink
2026-01-02,ubr*  trip birminghm 8.40 14,8.40,Expense,Travel
2026-01-02,UBR* MANCHESTER 7VZ2Q,8.80,Expense,Travel
2026-01-06,PAYROLL A81RXY,2500.00,Income,Salary
2026-01-04,AMZN EU-UK PYOCV,24.99,Expense,Shopping
2026-01-01,NETFLIX.COM *UK,12.99,Expense,Entertainment
2026-01-02,UBR* TRIP MANCHESTER 8.40,8.40,Expense,Travel
2026-01-06,SALARY CREDIT Y8A6M,2500.00,Income,Salary
2026-01-06,SALARY CREDIT AO,2500.00,Income,Salary
2026-01-03,COSTA* #1650 LIV,4.65,Expense,Food & Drink
2026-01-04,Amzn Mktp Uk *Bsh103,24.99,Expense,Shopping
2026-01-01,NETFLIX.COM *UK,12.99,Expense,Entertainment
2026-01-05,BANK TRF H8KG RENT,750.00,Expense,Rent
2026-01-03,STARBUCKS STORE 439 BHM,4.86,Expense,Food & Drink
2026-01-02,UBER  *TRIP lIvERPoOL,8.40,Expense,Travel
2026-01-02,UBER *TRIP LONDON,8.03,Expense,Travel
2026-01-03,STARBUCKS  #9097 GLASGOW,4.83,Expense,Food & Drink
2026-01-06,EMPLOYER PAY F39WF,2500.00,Income,Salary
2026-01-02,UBER BV Z43D3Z 529RR,8.71,Expense,Travel
2026-01-04,AMZN EU-UK XYOD0,24.99,Expense,Shopping
2026-01-01,CARD PAYMENT NETFLIX,12.40,Expense,Entertainment
2026-01-04,AMZN MKTP UK *YX95O,24.81,Expense,Shopping
2026-01-02,UBR* LIVERPOOL MRYI0 REF M8ZTA,8.68,Expense,Travel
2026-01-05,STO RENT PAYMENT,750.00,Expense,Rent
2026-01-01,PAYMENT NETFLIX,12.99,Expense,Entertainment
2026-01-01,NETFLIX.COM *UK,13.35,Expense,Entertainment
2026-01-03,STARBUCKS STORE 3899 LEEDS,4.65,Expense,Food & Drink
2026-01-03,POS STARBUCKS,4.65,Expense,Food & Drink
2026-01-05,BANK TRF RENT,750.00,Expense,Rent
2026-01-06,BACS PAYROLL,2500.00,Income,Salary
2026-01-01,Card Pmt Netflix,12.99,Expense,Entertainment
2026-01-05,STO RENT PAYMENT,750.00,Expense,Rent
2026-01-03,CARD  PAYMENT STARBUCKS 9318,4.52,Expense,Food & Drink
2026-01-03,pos txn costa coffee 037,4.74,Expense,Food & Drink
2026-01-01,NETFLIX.COM 2IYBH,12.35,Expense,Entertainment
2026-01-04,AMAZON UK #7PKBR,24.99,Expense,Shopping
2026-01-02,UBER BV UBV9,8.40,Expense,Travel
2026-01-03,CARD PMT STARBUCKS 8590,4.63,Expense,Food & Drink
2026-01-06,SALARY CREDIT XVQV,2500.00,Income,Salary
2026-01-06,EMPLOYER PA,2500.00,Income,Salary
2026-01-03,costa ldn 252,4.66,Expense,Food & Drink
2026-01-04,AMZN  EU-UK ZO61L,24.99,Expense,Shopping
2026-01-04,carD AMaZON V9F9PW,24.99,Expense,Shopping
2026-01-05,RENT #6HXCK1 LANDLORD REF VPK2,750.00,Expense,Rent
2026-01-06,salary l3ex,2404.49,Income,Salary
2026-01-05,BANK TRANSFER RENT,750.00,Expense,Rent
2026-01-06,BaCS COFN saLaRY,2500.00,Income,Salary
2026-01-02,UBER  TRIP ZK1I1 BIR,8.40,Expense,Travel
2026-01-02,Uber  Bv #1D2Ow2,8.49,Expense,Travel
2026-01-01,NETFLIX VAXQUD,13.56,Expense,Entertainment
2026-01-05,Rent Xi7T26 Landlord,750.00,Expense,Rent
2026-01-03,COSTA BIRM 76932,4.65,Expense,Food & Drink
2026-01-05,BANK  TRF S90XP RENT,750.00,Expense,Rent
2026-01-03,POS TXN COSTA COFFEE 3,4.65,Expense,Food & Drink
2026-01-04,AMZN MKTP UK *X#,24.99,Expense,Shopping
2026-01-05,BANK TRANSFER RENT,750.00,Expense,Rent
2026-01-04,AMAZON  UK 6YRGC 8U81,24.63,Expense,Shopping
2026-01-02,uber  *trip manchester w30,8.40,Expense,Travel
2026-01-02,UBER *TRIP MANCHESTER,8.40,Expense,Travel
2026-01-01,NETFLIX  ZW544 GB,12.99,Expense,Entertainment
2026-01-05,RENT MCE4,750.00,Expense,Rent
2026-01-04,AMZN EU-UK UWYT,24.28,Expense,Shopping
2026-01-03,POS TXN COFFEE 070,4.65,Expense,Food & Drink
2026-01-02,UBR* TRIP LONDON 8.40,8.40,Expense,Travel
2026-01-02,UBER BV 6OI,8.63,Expense,Travel
2026-01-03,POS  STARBUCKS,4.65,Expense,Food & Drink
2026-01-04,AMZN EU-UK DRQFV REF,24.99,Expense,Shopping
2026-01-04,AMZN MKTP UK *V457G,24.99,Expense,Shopping
2026-01-05,Bank Trf W0*0J Rent/Xmo,750.00,Expense,Rent
2026-01-05,BANK  TRANS*FER RENT,750.00,Expense,Rent
2026-01-06,Payrol*L  Pgg0Q1,2500.00,Income,Salary
2026-01-06,Bacs Cn#4W Salary 856,2500.00,Income,Salary
2026-01-01,NETFLIX.COM 1R1J,12.99,Expense,Entertainment
2026-01-02,UBER  *TRIP BIRMINGHM/#3N,8.40,Expense,Travel
2026-01-05,RENT R#21IXW LAndLorD,771.00,Expense,Rent
2026-01-04,CARD  PAYMENT AMAZON X9XK2J,24.99,Expense,Shopping
2026-01-03,Costa Manc 5715,4.60,Expense,Food & Drink
2026-01-04,AMZN MKTP UK *,24.69,Expense,Shopping
2026-01-02,UBER  *TRIP LIVERPOOL,8.01,Expense,Travel
2026-01-06,employer pay c6j,2500.00,Income,Salary
2026-01-04,AMAZON*  UK NEOG,24.99,Expense,Shopping
2026-01-01,NETFLIX 43F9RD GB,13.00,Expense,Entertainment
2026-01-02,UBR* TRIP MANCHESTER 8.40,8.40,Expense,Travel
2026-01-06,SALARY CREdIT S16A RMAO,2500.00,Income,Salary
2026-01-03,P*OS STARBUCKS #99302,4.65,Expense,Food & Drink
2026-01-06,Bacs  Jod8Vu Salary,2500.00,Income,Salary
2026-01-01,CARD PMT NET,13.44,Expense,Entertainment
2026-01-02,uber trip 186t london 348,8.18,Expense,Travel
2026-01-03,POS STARBUCKS #3559,4.87,Expense,Food & Drink
2026-01-01,NETFLIX  YIBUSA GB,12.99,Expense,Entertainment
2026-01-06,PAYROLL 4V9E,2500.00,Income,Salary
2026-01-01,Netflix.Com Ofrgji,13.50,Expense,Entertainment
2026-01-02,UBER TRIP 82P3 LIVERPOOL,8.02,Expense,Travel
2026-01-05,BANK TRANSFER RENT K87,750.00,Expense,Rent
2026-01-01,netflix.com *uk,12.71,Expense,Entertainment
2026-01-01,ChYB7 gB,12.45,Expense,Entertainment
2026-01-06,BACS U0HYO SALARY,2500.00,Income,Salary
2026-01-06,BACS CREDIT PAYROLL,2548.71,Income,Salary
2026-01-03,CARD STARBUCKS 26362,4.65,Expense,Food & Drink
2026-01-06,EMPLOYER PAY 81BG,2500.00,Income,Salary
2026-01-04,AMZN MKTP UK *94U9JP REF RH22,24.29,Expense,Shopping
2026-01-02,UBER *TRIP LIVERPOOL,8.22,Expense,Travel
2026-01-02,UBER  BV KJLG,8.40,Expense,Travel
2026-01-05,FpS RENT TO LANDLORD/6TA0,750.00,Expense,Rent
2026-01-05,BANK TRANSFER RENT 5522,750.00,Expense,Rent
2026-01-02,UBE*R TRIP SBDXG BIRMINGHM REF 5VYK,8.40,Expense,Travel
2026-01-05,BANK TRF M59PC RENT,750.00,Expense,Rent
2026-01-03,COSTA COFFEE #0500,4.65,Expense,Food & Drink
2026-01-06,PAYROLL VUVA1S REF QGBEK,2500.00,Income,Salary
2026-01-02,UBER* BV GU5IO8,8.81,Expense,Travel
2026-01-05,BANK TRF RENT,750.00,Expense,Rent
2026-01-02,UBER *TRIP,8.40,Expense,Travel
2026-01-04,Card Pmt Amazon,24.52,Expense,Shopping
2026-01-01,Card  Payment Netflix,12.99,Expense,Entertainment
2026-01-06,BACS CReDiT PAYROLl,2500.00,Income,Salary
2026-01-02,UBR* LIVERPOOL 9M3JG,8.04,Expense,Travel
2026-01-01,netflix.com *uk,12.99,Expense,Entertainment
2026-01-05,RENT  XFIA LANDLORD,750.00,Expense,Rent
2026-01-01,NETFLIX.COM  *UK,12.99,Expense,Entertainment
2026-01-06,BACS KRNM#7T SALARY,2500.00,Income,Salary
2026-01-02,UBER TRIP G5SVS MANCHESTER,8.33,Expense,Travel
2026-01-04,eu-uk ahfdt,24.99,Expense,Shopping
2026-01-05,FPS RENT TO LAND*LORD,750.00,Expense,Rent
2026-01-02,UBER *TRIP LIVERPOOL,8.78,Expense,Travel
2026-01-06,BACS CREDIT P*AYROLL REF N#2F4IO,2500.00,Income,Salary
2026-01-05,STO RENT PAYMENT,729.40,Expense,Rent
2026-01-03,STARBUCKS STORE 9980 GLASGOW,4.65,Expense,Food & Drink
2026-01-01,CARD PAYMENT NETFLIX,12.99,Expense,Entertainment
2026-01-06,BACS CREDIT PAYROLL,2500.00,Income,Salary
2026-01-03,Card Payment Starbucks 7233,4.65,Expense,Food & Drink
2026-01-02,UBER *TRIP BIRMINGHM,8.40,Expense,Travel
2026-01-04,AMZN EU-UK MW*KGGQ,24.40,Expense,Shopping
2026-01-05,RENT  XCPXCX LANDLORD,750.00,Expense,Rent
2026-01-01,NETFLIX 1DE1YU GB HIPC9,13.38,Expense,Entertainment
2026-01-05,STO RENT,750.00,Expense,Rent
2026-01-02,UBER *TRIP LIVERPOOL,8.13,Expense,Travel
2026-01-05,STO RENT,750.00,Expense,Rent
2026-01-01,Netflix.Com Lqkix,12.99,Expense,Entertainment
2026-01-02,UBER *TRIP,8.40,Expense,Travel
2026-01-05,STO RENT PAYMENT #0562,750.00,Expense,Rent
2026-01-04,AMZN  EU-UK EOLQE,25.49,Expense,Shopping
2026-01-06,BACS CREDIT PAYROLL,2500.00,Income,Salary
2026-01-02,UBER *TRIP BIRMINGHM HU#63,8.40,Expense,Travel
2026-01-06,BACS XJXX#3D SALARY,2500.00,Income,Salary
2026-01-02,UBR* TRIP BIRMINGHM 8.40,8.40,Expense,Travel
2026-01-04,MKTP UK *PT,24.54,Expense,Shopping
2026-01-06,EMPLOYER PAY M3ZNW/ZUE,2500.00,Income,Salary
2026-01-03,POS TXN COSTA cOFFEE 315 rEF Caj1bF,4.55,Expense,Food & Drink
2026-01-01,NETFLIX WSKA3Y,12.99,Expense,Entertainment
2026-01-03,COSTA* 10649,4.65,Expense,Food & Drink
2026-01-05,Rent Fdjyuj Landlord,750.00,Expense,Rent
2026-01-04,CARD PMT AMAZON TG2O,24.99,Expense,Shopping
2026-01-03,cOSTa* 15242,4.65,Expense,Food & Drink
2026-01-02,UBR* MANCHESTER,8.12,Expense,Travel
2026-01-05,bank transfer rent,750.00,Expense,Rent
2026-01-05,BANK TRF J677,750.00,Expense,Rent
2026-01-03,COSTA COFFEE #06716 VW8BO,4.45,Expense,Food & Drink
2026-01-03,Starbucks #770 Bhm,4.65,Expense,Food & Drink
2026-01-04,AmZN MKTP uk *1w7KF0,24.99,Expense,Shopping
2026-01-01,NETFLIX.COM K6T84,12.50,Expense,Entertainment
2026-01-03,POS TXN COSTA COFFEE 286,4.50,Expense,Food & Drink
2026-01-03,card pmt starbucks 1139,4.56,Expense,Food & Drink
2026-01-06,Salary Credit 3Nys3,2500.00,Income,Salary
2026-01-02,UBER  BV XU2C*67,7.98,Expense,Travel
2026-01-06,EMPLOYER PAY UVK3 REF UXF45,2500.00,Income,Salary
2026-01-06,BACS S#27380 SALARY,2622.14,Income,Salary
2026-01-05,BANK TRANSFER RENT,750.00,Expense,Rent
2026-01-01,CARD NETFL,12.99,Expense,Entertainment
2026-01-02,UBR* TRIP MANCHESTER 8.40,8.34,Expense,Travel
2026-01-04,AMZN  MKTP UK *JI7L,25.55,Expense,Shopping
2026-01-04,amzn  mktp u,24.99,Expense,Shopping
2026-01-03,COSTA  MANC,4.65,Expense,Food & Drink
2026-01-03,COSTA COFFEE #956,4.51,Expense,Food & Drink
2026-01-04,AMZN MKTP UK *PXRTZ 1812,24.99,Expense,Shopping
2026-01-03,store 1536 ldn,4.65,Expense,Food & Drink
2026-01-01,CARD  PAYMENT NETFLIX,13.51,Expense,Entertainment
2026-01-06,EMPLOYER PAY RJAE#8 9728,2500.00,Income,Salary
2026-01-03,COSTA  MANC 2510/QB,4.83,Expense,Food & Drink
2026-01-05,STO RENT PMT,750.00,Expense,Rent
2026-01-03,Card PAyMEnT sTArBUCKS 53589,4.65,Expense,Food & Drink
2026-01-02,uber  *trip liverpool,8.66,Expense,Travel
2026-01-01,NETFLIX.COM 7ODN65,12.99,Expense,Entertainment
2026-01-02,UBR* TRIP LIVERPOOL 8.40,8.40,Expense,Travel
2026-01-02,UBR* TRIP BIRMINGHM 8.40/,8.28,Expense,Travel
2026-01-05,BANK TRANSFER RENT,750.00,Expense,Rent
2026-01-01,NETFLIX LOCJ52 GB 03,12.99,Expense,Entertainment
2026-01-01,NETFLIX.COM LAI7Q,12.63,Expense,Entertainment
2026-01-01,NETFLIX.COM GNJYJ,13.09,Expense,Entertainment
2026-01-01,NETFLIX.COM *UK,12.99,Expense,Entertainment
2026-01-01,NETFLIX 4MYI GB,12.99,Expense,Entertainment
2026-01-05,STO RENT PAYMENT,750.00,Expense,Rent
2026-01-03,POS TXN COSTA COFFEE 771,4.65,Expense,Food & Drink
2026-01-02,UBER TRIP 5O7CE BIRMINGHM,8.40,Expense,Travel
2026-01-01,NETFLIX TYGLF GB,12.99,Expense,Entertainment
2026-01-03,STAR*BUCKS #404 LEEDS,4.65,Expense,Food & Drink
2026-01-03,POS STARBUCKS #79801,4.65,Expense,Food & Drink
2026-01-02,UBER BV 2APXET,8.40,Expense,Travel
2026-01-05,BANK TRF LLU#5BO RENT,750.00,Expense,Rent
2026-01-04,Amzn  Mktp *Etayl9,24.99,Expense,Shopping
2026-01-04,A*MZN MKTP UK,25.49,Expense,Shopping
2026-01-03,Starbucks #171 Mcr,4.65,Expense,Food & Drink
2026-01-06,EMPLOYER PAY NCXL,2500.00,Income,Salary
2026-01-06,BACS NHKW9X SALARY REF 807Y9,2500.00,Income,Salary
2026-01-02,UBR* TRIP MANCHESTER,8.40,Expense,Travel
2026-01-04,CARD PAYMENT AMAZON J9VF,23.80,Expense,Shopping
2026-01-03,POS TXN COSTA COFFEE 63364,4.46,Expense,Food & Drink
2026-01-05,BANK TRANSFER RENT,750.00,Expense,Rent
2026-01-04,AMZN  MKTP UK *DF812/FJR,26.18,Expense,Shopping
2026-01-03,STARbUCKS #9156 BhM,4.65,Expense,Food & Drink
2026-01-03,COSTA LDN 744,4.65,Expense,Food & Drink
2026-01-01,CARD PAYMENT NETFLIX/F1R,12.99,Expense,Entertainment
2026-01-05,FPS RENT TO LANDLORD,750.00,Expense,Rent
2026-01-01,NETFLIX.COM,12.92,Expense,Entertainment
2026-01-02,UBER BV OABED5/C5,8.40,Expense,Travel
2026-01-01,NETFLIX.COM EVSZL,12.61,Expense,Entertainment
2026-01-01,CARD  PAYMENT NET*FLIX,12.99,Expense,Entertainment
2026-01-04,AMAZON UK 7P3OP,24.78,Expense,Shopping
2026-01-06,PAYROLL 6YIWD,2500.00,Income,Salary
2026-01-03,STARBUCKS STORE 419 BHM REF JNMX,4.65,Expense,Food & Drink
2026-01-05,Fps Rent To Landlord Ref Bife,750.00,Expense,Rent
2026-01-01,Card Pmt Netflix,13.12,Expense,Entertainment
2026-01-05,RENT OMPI8Y LAN*DLORD,750.00,Expense,Rent
2026-01-06,BACS F0BRO SALARY,2500.00,Income,Salary
2026-01-06,CREDIT RBKSB,2500.00,Income,Salary
2026-01-01,NETFLIX.COM *UK 250,12.99,Expense,Entertainment
2026-01-02,UBR* TRIP LONDON 8.40,8.40,Expense,Travel
2026-01-01,CARD PAYMENT NETFLIX,12.99,Expense,Entertainment
2026-01-04,CARD PAYMENT AMAZON 3HSOWM 201,24.99,Expense,Shopping
2026-01-03,StARBuCKs STORE 677 GlasGow,4.58,Expense,Food & Drink
2026-01-02,UBER BV IEZZG REF NDXMZ,8.11,Expense,Travel
2026-01-01,NETFLIX.COM CYSh#6,12.99,Expense,Entertainment
2026-01-05,BANK  TRANSFER RENT,750.00,Expense,Rent
2026-01-02,UBER BV DGK#8,8.76,Expense,Travel
2026-01-02,UBER TRIP SHGD MANCHESTER,8.40,Expense,Travel
2026-01-01,Netflix Jwz55 Gb,12.99,Expense,Entertainment
2026-01-02,UBR* LONDON,8.75,Expense,Travel
2026-01-05,BANK TRF RENT *KAYWQ,750.00,Expense,Rent
2026-01-06,PAYROLL REF *BVQ4R,2500.00,Income,Salary
2026-01-02,UBER BV,8.58,Expense,Travel
2026-01-06,SALARY CREDIT OPGRC3,2500.00,Income,Salary
2026-01-05,BANK TRANSFE*R RENT L8N,750.00,Expense,Rent
2026-01-01,NETFLIX.COM,13.08,Expense,Entertainment
2026-01-03,COSTA* 94473 MANC,4.65,Expense,Food & Drink
2026-01-02,UBR* LONDON 7HKHBE,8.40,Expense,Travel
2026-01-03,pos txn costa coffee #07891,4.66,Expense,Food & Drink
2026-01-05,BANK TRF D3A27F RENT,750.00,Expense,Rent
2026-01-02,ubr*  trip liverpo,8.40,Expense,Travel
2026-01-06,BACS 6WWI82 SALARY,2500.00,Income,Salary
2026-01-04,CARD PAYMENT AMAZON ZIUT00,24.66,Expense,Shopping
2026-01-03,costa coffee #7769,4.49,Expense,Food & Drink
2026-01-02,UBE*R BV LM8FH,8.12,Expense,Travel
2026-01-03,pos txn costa coffee 5699,4.56,Expense,Food & Drink
2026-01-02,UBER BV 41169,8.40,Expense,Travel
2026-01-01,NETFLIX.COM *UK 43,12.78,Expense,Entertainment
2026-01-06,Salary Cred,2500.00,Income,Salary
2026-01-03,card payment starbucks 26868 kuicc,4.77,Expense,Food & Drink
2026-01-04,CARD PAYMENT AMAZON 68C4N,24.99,Expense,Shopping
2026-01-04,AMZN MKTP UK *BQPLBN,24.99,Expense,Shopping
2026-01-05,BANK TRANSFER *RENT,750.00,Expense,Rent
2026-01-02,UBER TRIP LONDON,8.27,Expense,Travel
2026-01-03,COSTA LIV 54339,4.65,Expense,Food & Drink
2026-01-05,FPS RENT TO LAND*LORD REF 0G8GBS,750.00,Expense,Rent
2026-01-03,POS STARBUCKS #21747,4.65,Expense,Food & Drink
2026-01-02,UBR* BIRMINGHM GZXRI7,8.02,Expense,Travel
2026-01-04,Amzn Mktp,24.99,Expense,Shopping
2026-01-01,NETFLIX.COM *UK,12.99,Expense,Entertainment
2026-01-04,AMZN MKTP UK *55V6J,24.99,Expense,Shopping
2026-01-05,BANK RENT,750.00,Expense,Rent
2026-01-06,BACS BPFV7U SALARY REF YT2GO,2500.00,Income,Salary
2026-01-01,Netflix 3Ziex Gb,13.54,Expense,Entertainment
2026-01-05,FPS RENT TO LANDLORD,750.00,Expense,Rent
2026-01-02,UBER LIVERPOOL,8.01,Expense,Travel
2026-01-01,netflix.com *uk,12.99,Expense,Entertainment
2026-01-05,FPS RENT TO LANDLORD,750.00,Expense,Rent
2026-01-02,UBR*  LONDON,8.40,Expense,Travel
2026-01-04,AMZN  MKTP UK *YU7YF,24.99,Expense,Shopping
2026-01-06,SALARY CREDIT I976F,2500.00,Income,Salary
2026-01-02,UBER BV 0,8.40,Expense,Travel
2026-01-03,S*TARBUCKS #61076 BHM,4.65,Expense,Food & Drink
2026-01-02,UBER TRIP S069X LIVERPOOL,8.63,Expense,Travel
2026-01-02,UBER  BV GROJ#95,8.40,Expense,Travel
2026-01-06,PAYROLL  466Y,2500.00,Income,Salary
2026-01-03,Pos Txn Costa Coffee 807,4.65,Expense,Food & Drink
2026-01-05,TRANSFER RENT,750.00,Expense,Rent
2026-01-05,Rent #2Ihw9,750.00,Expense,Rent
2026-01-02,UBER  TRIP BD0E8C REF WC279,8.40,Expense,Travel
2026-01-03,COSTA COFFEE #791,4.65,Expense,Food & Drink
2026-01-03,COSTA COFF,4.66,Expense,Food & Drink
2026-01-06,BACS L5G0T SALARY,2500.00,Income,Salary
2026-01-04,AMZN MKTP UK *C9B2R9,24.23,Expense,Shopping
2026-01-05,BANK TRF 4S41F2 RENT,750.00,Expense,Rent
2026-01-06,SALARY CREDIT BX4IO1,2500.00,Income,Salary
2026-01-01,CARD  PMT NET,12.99,Expense,Entertainment
2026-01-05,FPS TO LANDLORD,750.00,Expense,Rent
2026-01-06,BA*CS CREDIT PAYROLL 2441,2402.19,Income,Salary
2026-01-05,BANK TRF VBN9 RE*NT,750.00,Expense,Rent
2026-01-04,CARD PAYMENT AMAZON RI2K5E,23.79,Expense,Shopping
2026-01-01,CARD PAYMENT NETFLIX,12.99,Expense,Entertainment
2026-01-04,AMZN  MKTP UK *WEMMHM,24.99,Expense,Shopping
2026-01-01,NETFLiX.COM rYnH/MU,12.99,Expense,Entertainment
2026-01-02,UBR* LONDON IX2BV,8.06,Expense,Travel
